date,actual_return,estimation_failed,var_0.01,es_0.01,var_0.05,es_0.05
2007-01-08,0.004288979741342419,False,0.02678394033868617,0.030685410150445486,0.018937692811013516,0.023748630799639733
2007-01-09,0.009175839733252146,False,0.02640271424317565,0.030248652938740656,0.018668145365901695,0.02341060742895627
2007-01-10,-0.0024495808113986074,False,0.026216926446192956,0.030035802451498218,0.01853678335632421,0.023245874169330258
2007-01-11,0.0013072695131735325,False,0.025825896976155845,0.029587813861422504,0.01826030439579874,0.02289915839867582
2007-01-12,0.021165626257235372,False,0.02540528820916178,0.029105937320298196,0.017962911274315128,0.022526215426427406
2007-01-16,-0.0014399241455044273,False,0.0264627967660984,0.03031748735352223,0.01871062695554212,0.023463881056225457
2007-01-17,0.011936165093056407,False,0.0260407973229375,0.029834017564054835,0.018412250550877834,0.023089705007199302
2007-01-18,-0.00794159223723301,False,0.02604487669838685,0.029838691159770708,0.018415134889707137,0.02309332208445585
2007-01-19,0.013306112012223904,False,0.025856011317158648,0.02962231479345104,0.018281596861802835,0.022925860010059602
2007-01-22,-0.0034678663823986254,False,0.02597010752726456,0.029753030773229956,0.018362269046349397,0.023027026184087016
2007-01-23,0.018616140923706764,False,0.025642576852843334,0.029377790500350807,0.01813068716482115,0.02273661316180471
2007-01-24,0.003712818933368832,False,0.026309625664300444,0.030142004656710915,0.018602326711564036,0.023328068181055643
2007-01-25,0.00030880378921575397,False,0.02590181831650575,0.02967479424736831,0.01831398488504588,0.022966475897855703
2007-01-26,-0.005107165514159464,False,0.025472196875439963,0.029182592205330166,0.01801021931608748,0.022585541619386466
2007-01-29,-0.002174627201514296,False,0.025179440733813938,0.02884719188087227,0.017803224907925536,0.0223259622806526
2007-01-30,0.0017090606685030243,False,0.0247941815223349,0.02840581407129746,0.01753082583193651,0.021984362849804075
2007-01-31,0.012035306080422118,False,0.024373405628033945,0.027923746058347333,0.017233314542417937,0.021611271690072504
2007-02-01,0.008248136440767544,False,0.0244234606588925,0.027981092331246894,0.017268706153437768,0.02165565419811623
2007-02-02,-0.017183626086538163,False,0.024232390567603176,0.02776219010683343,0.017133609276411683,0.021486237264031684
2007-02-05,0.0072469858056201705,False,0.024927632815937087,0.028558704483518695,0.01762518310616551,0.022102690678398998
2007-02-06,0.004139448106072946,False,0.024649431747848404,0.02823997939039776,0.017428479921326435,0.02185601694889697
2007-02-07,-0.0019909461043554253,False,0.02426845989606136,0.02780351345670633,0.017159112240262522,0.02151821900958191
2007-02-08,0.008700371237097056,False,0.023962124100257307,0.027452555404263498,0.016942516282961378,0.02124659894086647
2007-02-09,0.014334458949087348,False,0.02379352341788034,0.027259395584425125,0.01682330649193707,0.021097105053570334
2007-02-12,-0.007367937254463199,False,0.024133376997126442,0.027648753772144832,0.017063601332916463,0.02139844447851649
2007-02-13,0.0019601194788763116,False,0.02393623207471379,0.027422891829248692,0.016924209222095886,0.021223641147968472
2007-02-14,0.005258030399310162,False,0.02358210725361075,0.02701718358607789,0.016673823842125558,0.020909647780039058
2007-02-15,-0.00014990128173540722,False,0.023245995702562455,0.02663211250729706,0.01643617481724358,0.0206116263152208
2007-02-16,0.002245341901959331,False,0.023012613435084765,0.02636473472386278,0.016271160945754086,0.020404692263119993
2007-02-20,-0.01764886676878753,False,0.022661086108329464,0.025962002337806944,0.016022612134616192,0.020093002026600245
2007-02-21,0.03455071376976907,False,0.023596140437682794,0.027033260907171137,0.0166837460614016,0.02092209064330922
2007-02-22,-0.001176798858110004,False,0.02712316478792058,0.031074047566232364,0.019177542823086147,0.024049412391190815
2007-02-23,0.00543113433647951,False,0.026731898071720432,0.03062578717164516,0.01890089611670628,0.023702486260467493
2007-02-26,0.004964999210323064,False,0.026387577795574796,0.0302313116477663,0.01865744307970742,0.02339718633029994
2007-02-27,-0.0037944814056830815,False,0.02602527442216129,0.029816233527388856,0.018401275021410608,0.023075941250455072
2007-02-28,-0.0214299185535567,False,0.02569348777570706,0.029436117338353603,0.018166683937727853,0.022781754567268987
2007-03-01,-0.010663218189124078,False,0.02681833155910661,0.030724810951478908,0.018962009261822566,0.023779124609967353
2007-03-02,-0.0319094230039708,False,0.0267793220113201,0.030680119096640673,0.018934427404062433,0.02374453584758482
