date,actual_return,estimation_failed,var_0.01,es_0.01,var_0.05,es_0.05
2007-05-31,0.00265886888894421,False,0.052530931430009614,0.05970478289379239,0.03810359582896487,0.04694973746201041
2007-06-01,0.0,False,0.052650559316466505,0.05981891376095187,0.038234278773169955,0.047073641981611916
2007-06-04,-0.014442615311006527,False,0.052666339990262684,0.0598345313275415,0.03825038747193572,0.047089549551394466
2007-06-05,0.013379915954884457,False,0.0521557097098188,0.05931161494924146,0.037764465767895015,0.04658847774809374
2007-06-06,-0.0031948908965191767,False,0.05244784330772082,0.05959392395085049,0.03807635761540387,0.04688825479635786
2007-06-07,-0.016129381929883644,False,0.052406599772565315,0.059552585267433934,0.03803530543295491,0.046847085285720874
2007-06-08,-0.012544478654723955,False,0.05196659410412479,0.05910611363838921,0.037608303460519375,0.046412110078324006
2007-06-11,0.009287146784417482,False,0.05177215139764203,0.058912423568327515,0.03741234712662362,0.0462170818272597
2007-06-12,-0.0016326534238853348,False,0.05195063025326118,0.05909103274410788,0.03759056389531345,0.04639545929492826
2007-06-13,0.0005445140346898021,False,0.05199342050098722,0.05911987691559585,0.037661401102642766,0.04644909946852331
2007-06-14,0.035297782081023896,False,0.052014381869430255,0.05914077188679628,0.037682496002607445,0.04647011249344289
2007-06-15,0.0005253480551612175,False,0.052669303932420364,0.05980702286706023,0.03831463447545336,0.04711622075744763
2007-06-18,0.02847720259323003,False,0.05271596121541255,0.05985294671335132,0.03836276677329385,0.047163448647806396
2007-06-19,-0.005630933742060297,False,0.05331864323030064,0.06045396672612236,0.03896879124131656,0.04776742368586863
2007-06-20,-0.011877237480595835,False,0.05312910027579907,0.06026321853604059,0.03878167213658129,0.04757881839415311
2007-06-21,0.0051813587419975845,False,0.053084425240892345,0.06020918805571727,0.038755811841762786,0.047541421814312076
2007-06-22,0.01181621762657356,False,0.05329825710873141,0.06041659195943331,0.038982570990868035,0.047760254582263295
2007-06-25,-0.0030690561174178833,False,0.05363494531472178,0.06074953277291131,0.0393267955794665,0.048099858226995515
2007-06-26,0.035232632607379036,False,0.05372434026010546,0.06083348951784464,0.03942712729199113,0.04819348404497303
2007-06-27,0.0,False,0.05451307558972788,0.061632380360912245,0.04019543886438714,0.048974318473570616
2007-06-28,-0.009940439705250801,False,0.054451564160340686,0.0615710677274423,0.040133527636449784,0.048912652382690935
2007-06-29,0.025642430613337652,False,0.05440413623958284,0.06152127368347372,0.040090858227044855,0.04886706528518652
2007-07-02,-0.0053697956708815275,False,0.05484151458800558,0.0619664491196523,0.040512555849105736,0.04929837756723328
2007-07-03,0.011195054861961738,False,0.054470847070711835,0.06159146488985709,0.04015056967408208,0.04893106841467518
2007-07-05,0.0239131432986062,False,0.05489110994958742,0.06200095808952359,0.04059249145920204,0.04935971001019169
2007-07-06,0.0056550574833450565,False,0.055071230392058954,0.06218682573103447,0.04076105370734445,0.04953535918185795
